 * INPUT CONTROL
   1   1 * ADF and CR
 *     Mod Dens      Boron ppm      Fuel Temp       Mod Temp
            3            3            3            1
         0.66114         0.71187         0.75206
            0.00         1000.00         2000.00
          560.00          900.00         1320.00
 *
 * --------------------------------------------------------
 * BURNUP   0.15
 * --------------------------------------------------------
 *
 * Transport XSEC Table
 *
  * GROUP      1
     2.19922E-01     2.28188E-01     2.34517E-01
     2.20052E-01     2.28020E-01     2.34544E-01
     2.20014E-01     2.28149E-01     2.34711E-01
     2.20107E-01     2.27953E-01     2.34608E-01
     2.19982E-01     2.28090E-01     2.34279E-01
     2.20044E-01     2.28056E-01     2.34263E-01
     2.19932E-01     2.27978E-01     2.34361E-01
     2.19852E-01     2.27748E-01     2.34500E-01
     2.19979E-01     2.28067E-01     2.34511E-01
  * GROUP      2
     7.78788E-01     8.31539E-01     8.73150E-01
     7.74832E-01     8.21702E-01     8.66255E-01
     7.68864E-01     8.19965E-01     8.56797E-01
     7.77450E-01     8.30469E-01     8.71360E-01
     7.67366E-01     8.21997E-01     8.59813E-01
     7.66494E-01     8.18524E-01     8.57644E-01
     7.74557E-01     8.29688E-01     8.70279E-01
     7.73558E-01     8.23709E-01     8.64602E-01
     7.69900E-01     8.17155E-01     8.56883E-01
 *
 * Absorption XSEC Table
 *
  * GROUP      1
     9.47897E-03     9.57637E-03     9.65248E-03
     9.76274E-03     9.89214E-03     9.98037E-03
     1.00410E-02     1.01971E-02     1.03069E-02
     9.65820E-03     9.75747E-03     9.83306E-03
     9.93680E-03     1.00700E-02     1.01582E-02
     1.02184E-02     1.03659E-02     1.04925E-02
     9.83463E-03     9.93447E-03     1.00183E-02
     1.01164E-02     1.02559E-02     1.03488E-02
     1.03948E-02     1.05548E-02     1.06791E-02
  * GROUP      2
     1.04242E-01     1.06383E-01     1.08364E-01
     1.12238E-01     1.15253E-01     1.17854E-01
     1.20043E-01     1.23874E-01     1.27158E-01
     1.03881E-01     1.06058E-01     1.08021E-01
     1.11888E-01     1.14892E-01     1.17587E-01
     1.19711E-01     1.23539E-01     1.26822E-01
     1.03588E-01     1.05741E-01     1.07702E-01
     1.11607E-01     1.14597E-01     1.17182E-01
     1.19417E-01     1.23226E-01     1.26466E-01
 *
 * NU-Fission XSEC Table
 *
  * GROUP      1
     7.44369E-03     7.50656E-03     7.55029E-03
     7.47898E-03     7.54397E-03     7.59247E-03
     7.50193E-03     7.57819E-03     7.62684E-03
     7.44737E-03     7.50729E-03     7.55503E-03
     7.47837E-03     7.54658E-03     7.59466E-03
     7.50984E-03     7.57266E-03     7.63209E-03
     7.44551E-03     7.50972E-03     7.55746E-03
     7.47516E-03     7.54763E-03     7.59615E-03
     7.50294E-03     7.57356E-03     7.62676E-03
  * GROUP      2
     1.53146E-01     1.55743E-01     1.58251E-01
     1.51378E-01     1.53941E-01     1.56179E-01
     1.49599E-01     1.52028E-01     1.54215E-01
