 * INPUT CONTROL
   1   0 * ADF and CR
 *     Mod Dens      Boron ppm      Fuel Temp       Mod Temp
            3            3            3            1
         0.66114         0.71187         0.75206
            0.00         1000.00         2000.00
          560.00          900.00         1320.00
 *
 * --------------------------------------------------------
 * BURNUP   0.15
 * --------------------------------------------------------
 *
 * Transport XSEC Table
 *
  * GROUP      1
     2.20719E-01     2.28210E-01     2.33971E-01
     2.20664E-01     2.28313E-01     2.34297E-01
     2.20771E-01     2.28298E-01     2.34046E-01
     2.20402E-01     2.28093E-01     2.34057E-01
     2.20425E-01     2.28327E-01     2.34103E-01
     2.20535E-01     2.28043E-01     2.33989E-01
     2.20368E-01     2.27868E-01     2.34017E-01
     2.20484E-01     2.27944E-01     2.33725E-01
     2.20393E-01     2.27938E-01     2.33916E-01
  * GROUP      2
     8.20235E-01     8.72093E-01     9.09855E-01
     8.18494E-01     8.64595E-01     9.07557E-01
     8.16155E-01     8.63676E-01     9.04946E-01
     8.12309E-01     8.68204E-01     9.08109E-01
     8.17984E-01     8.65945E-01     9.08931E-01
     8.15159E-01     8.59949E-01     9.01466E-01
     8.13119E-01     8.69677E-01     9.10982E-01
     8.10471E-01     8.69656E-01     9.05262E-01
     8.16651E-01     8.64442E-01     8.99935E-01
 *
 * Absorption XSEC Table
 *
  * GROUP      1
     1.12262E-02     1.13751E-02     1.14811E-02
     1.14288E-02     1.16084E-02     1.17344E-02
     1.16453E-02     1.18344E-02     1.19756E-02
     1.14472E-02     1.16050E-02     1.17172E-02
     1.16597E-02     1.18435E-02     1.19603E-02
     1.18752E-02     1.20680E-02     1.22164E-02
     1.16878E-02     1.18484E-02     1.19732E-02
     1.18972E-02     1.20765E-02     1.22133E-02
     1.21023E-02     1.22967E-02     1.24578E-02
  * GROUP      2
     2.38210E-01     2.39085E-01     2.39835E-01
     2.46988E-01     2.48665E-01     2.50064E-01
     2.55709E-01     2.58167E-01     2.60081E-01
     2.39046E-01     2.40017E-01     2.40777E-01
     2.47844E-01     2.49486E-01     2.50805E-01
     2.56093E-01     2.59006E-01     2.61002E-01
     2.40173E-01     2.40982E-01     2.41690E-01
     2.48968E-01     2.50675E-01     2.52052E-01
     2.57286E-01     2.60034E-01     2.62191E-01
 *
 * NU-Fission XSEC Table
 *
  * GROUP      1
     8.16248E-03     8.24595E-03     8.30377E-03
     8.16966E-03     8.25828E-03     8.31627E-03
     8.17810E-03     8.26100E-03     8.32636E-03
     8.18475E-03     8.26886E-03     8.33114E-03
     8.19226E-03     8.28067E-03     8.33998E-03
     8.20436E-03     8.29044E-03     8.35101E-03
     8.20248E-03     8.29076E-03     8.35548E-03
     8.21455E-03     8.29550E-03     8.36517E-03
     8.22221E-03     8.31101E-03     8.37176E-03
  * GROUP      2
     3.63796E-01     3.64466E-01     3.65046E-01
     3.64033E-01     3.64435E-01     3.64904E-01
     3.64330E-01     3.64576E-01     3.64811E-01
     3.65131E-01     3.65843E-01     3.66574E-01
     3.65347E-01     3.65800E-01     3.66072E-01
     3.64984E-01     3.66031E-01     3.66326E-01
     3.66975E-01     3.67451E-01     3.67937E-01
     3.67198E-01     3.67701E-01     3.68097E-01
     3.66966E-01     3.67813E-01     3.68330E-01
 *
 * Kappa-Fission XSEC Table
 *
  * GROUP      1
     9.51892E-14     9.61586E-14     9.68260E-14
     9.52778E-14     9.63011E-14     9.69696E-14
     9.53770E-14     9.63324E-14     9.70855E-14
     9.54485E-14     9.64184E-14     9.71403E-14
     9.55336E-14     9.65583E-14     9.72372E-14
     9.56733E-14     9.66669E-14     9.73688E-14
     9.56427E-14     9.66683E-14     9.74149E-14
     9.57850E-14     9.67232E-14     9.75252E-14
     9.58732E-14     9.69024E-14     9.76007E-14
  * GROUP      2
     4.25295E-12     4.26057E-12     4.26722E-12
     4.25577E-12     4.26031E-12     4.26563E-12
     4.25936E-12     4.26207E-12     4.26467E-12
     4.26854E-12     4.27671E-12     4.28509E-12
     4.27117E-12     4.27628E-12     4.27933E-12
     4.26700E-12     4.27907E-12     4.28237E-12
     4.29012E-12     4.29551E-12     4.30102E-12
     4.29282E-12     4.29853E-12     4.30298E-12
     4.29019E-12     4.29992E-12     4.30583E-12
 *
 * Scattering XSEC Table
 *
  * GROUP      1 ->    1
     4.75578E-01     4.99262E-01     5.18279E-01
     4.76299E-01     5.00268E-01     5.19237E-01
     4.77052E-01     5.01067E-01     5.20120E-01
     4.75839E-01     4.99629E-01     5.18432E-01
     4.76562E-01     5.00556E-01     5.19436E-01
     4.77243E-01     5.01326E-01     5.20332E-01
     4.76158E-01     4.99932E-01     5.18754E-01
     4.76883E-01     5.00791E-01     5.19656E-01
     4.77583E-01     5.01564E-01     5.20540E-01
  * GROUP      1 ->    2
     1.29413E-02     1.41785E-02     1.51731E-02
     1.29271E-02     1.41787E-02     1.51764E-02
     1.29017E-02     1.41613E-02     1.51677E-02
     1.28466E-02     1.40784E-02     1.50654E-02
     1.28273E-02     1.40682E-02     1.50694E-02
     1.28006E-02     1.40529E-02     1.50421E-02
     1.27365E-02     1.39771E-02     1.49490E-02
     1.27173E-02     1.39637E-02     1.49490E-02
     1.26856E-02     1.39401E-02     1.49305E-02
  * GROUP      2 ->    1
     3.86966E-03     3.65670E-03     3.43868E-03
     3.96159E-03     3.77220E-03     3.61004E-03
     4.09213E-03     3.86595E-03     3.69110E-03
     4.29962E-03     4.05601E-03     3.84535E-03
     4.41958E-03     4.18979E-03     3.99670E-03
     4.54137E-03     4.31103E-03     4.09501E-03
     4.74989E-03     4.53091E-03     4.29004E-03
     4.90457E-03     4.66471E-03     4.43642E-03
     5.03721E-03     4.80410E-03     4.59997E-03
  * GROUP      2 ->    2
     1.15851E+00     1.24980E+00     1.32426E+00
     1.15246E+00     1.24353E+00     1.31659E+00
     1.14750E+00     1.23705E+00     1.31005E+00
     1.15861E+00     1.24978E+00     1.32396E+00
     1.15220E+00     1.24299E+00     1.31745E+00
     1.14704E+00     1.23667E+00     1.30949E+00
     1.15843E+00     1.25012E+00     1.32413E+00
     1.15239E+00     1.24322E+00     1.31646E+00
     1.14706E+00     1.23656E+00     1.30913E+00
 *
 * ADF Table
 *
  * GROUP      1
     1.00165E+00     1.00168E+00     1.00115E+00
     1.00040E+00     1.00058E+00     1.00099E+00
     9.99950E-01     9.99453E-01     9.99877E-01
     1.00146E+00     1.00118E+00     1.00151E+00
     1.00074E+00     1.00025E+00     1.00042E+00
     9.99449E-01     9.99601E-01     9.99193E-01
     1.00149E+00     1.00101E+00     1.00144E+00
     1.00133E+00     1.00003E+00     9.99888E-01
     9.99873E-01     1.00078E+00     1.00041E+00
  * GROUP      2
     1.33226E+00     1.33609E+00     1.33932E+00
     1.32452E+00     1.32860E+00     1.33012E+00
     1.31454E+00     1.32130E+00     1.32041E+00
     1.32725E+00     1.33158E+00     1.33694E+00
     1.32299E+00     1.32697E+00     1.32870E+00
     1.31496E+00     1.32127E+00     1.32458E+00
     1.33035E+00     1.33353E+00     1.33969E+00
     1.32457E+00     1.32915E+00     1.33102E+00
     1.31931E+00     1.32437E+00     1.32441E+00
 *
 * Fission Spectrum
 *
  * GROUP      1               2
     1.00000E+00     0.00000E+00
 *
 * Inverse velocity
 *
  * GROUP      1               2
     5.11600E-08     2.21311E-06
 *
 * Delay Neutron Decay Constant (Lambda)
 *
  * GROUP      1               2               3               4               5               6
     1.33229E-02     3.10230E-02     1.16408E-01     3.04479E-01     8.77645E-01     2.89773E+00
 *
 * Delay Neutron Fraction (Beta)
 *
  * GROUP      1               2               3               4               5               6
     8.82928E-05     5.89735E-04     5.15773E-04     1.08877E-03     6.13172E-04     2.16079E-04
 *
 * --------------------------------------------------------
 * BURNUP  17.50
 * --------------------------------------------------------
 *
 * Transport XSEC Table
 *
  * GROUP      1
     2.21645E-01     2.29327E-01     2.35117E-01
     2.21666E-01     2.29332E-01     2.35307E-01
     2.21546E-01     2.29442E-01     2.35363E-01
     2.21615E-01     2.29325E-01     2.35210E-01
     2.21645E-01     2.29146E-01     2.35170E-01
     2.21737E-01     2.29011E-01     2.35205E-01
     2.21703E-01     2.29234E-01     2.35050E-01
     2.21653E-01     2.29144E-01     2.34991E-01
     2.21479E-01     2.29198E-01     2.34989E-01
  * GROUP      2
     8.16546E-01     8.59642E-01     8.97161E-01
     8.10635E-01     8.58523E-01     8.99276E-01
     8.11334E-01     8.54891E-01     9.01639E-01
     8.11552E-01     8.59941E-01     9.05098E-01
     8.11040E-01     8.61319E-01     8.98358E-01
     8.09424E-01     8.55794E-01     8.98691E-01
     8.13471E-01     8.63540E-01     9.05363E-01
     8.14299E-01     8.56200E-01     9.02404E-01
     8.08219E-01     8.60583E-01     8.92392E-01
 *
 * Absorption XSEC Table
 *
  * GROUP      1
     1.16978E-02     1.18599E-02     1.19901E-02
     1.19212E-02     1.21136E-02     1.22549E-02
     1.21355E-02     1.23546E-02     1.25094E-02
     1.19143E-02     1.20839E-02     1.22194E-02
     1.21353E-02     1.23271E-02     1.24682E-02
     1.23469E-02     1.25738E-02     1.27328E-02
     1.21437E-02     1.23296E-02     1.24524E-02
     1.23636E-02     1.25579E-02     1.27163E-02
     1.25728E-02     1.28061E-02     1.29687E-02
  * GROUP      2
     1.92805E-01     1.93373E-01     1.93939E-01
     2.01526E-01     2.03043E-01     2.04232E-01
     2.10046E-01     2.12423E-01     2.14266E-01
     1.93389E-01     1.94047E-01     1.94345E-01
     2.01995E-01     2.03671E-01     2.04892E-01
     2.10485E-01     2.13107E-01     2.15070E-01
     1.94351E-01     1.94849E-01     1.95281E-01
     2.02947E-01     2.04519E-01     2.05671E-01
     2.11559E-01     2.13915E-01     2.15660E-01
 *
 * NU-Fission XSEC Table
 *
  * GROUP      1
     7.13170E-03     7.20080E-03     7.25699E-03
     7.14243E-03     7.21073E-03     7.26963E-03
     7.15058E-03     7.22697E-03     7.27935E-03
     7.13458E-03     7.20461E-03     7.25346E-03
     7.14511E-03     7.21514E-03     7.26384E-03
